,Title,Company,Location,Link,Review
148,"ATL - 2022 Finance Internship Program, Data and Analytics",Bell Canada,"Bedford, NS+1 location",https://ca.indeed.com/rc/clk?jk=5d6292c00f1a95d3&fccid=b726a5ebc0841dee&vjs=3,3.8
149,Risk Assurance Compliance and Analytics - Sustainability - S...,PwC,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=9ed4d25dc6e81d8b&fccid=5e964c4afc56b180&vjs=3,4.0
150,Music Insights Analyst,TikTok,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=210983af0ccce37d&fccid=caed318a9335aac0&vjs=3,None
151,Analyst Business Systems,Sobeys,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=c517356b725340e5&fccid=2b30af762655480b&vjs=3,3.6
152,"new
Continuous Improvement Analyst",Longo's,"Vaughan, ON",https://ca.indeed.com/rc/clk?jk=4c6030bd20eceb9c&fccid=12d7e6ef50236178&vjs=3,3.7
153,Data Science Analyst (Remote),Yelp,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=52df01128134e3f6&fccid=0e94073a1c937bd1&vjs=3,None
154,Junior Data Analyst,SNC-Lavalin,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=71e4d49852e7fbc9&fccid=59b04a51f1164f7e&vjs=3,4.0
155,"new
Intern, Forensic Accounting",Canadian National Railway,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=80279e6b3f6af85e&fccid=e396b9cc28927095&vjs=3,3.1
156,"new
Data Analyst",Purolator,"Pickering, ON",https://ca.indeed.com/rc/clk?jk=f622d61d09090bff&fccid=2d41d5ad36e5177e&vjs=3,3.6
157,"new
Data Quality Analyst",Coast Capital Savings Federal Credit Union,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=b872ac64a0c2bff0&fccid=8079b36e0ecb8741&vjs=3,3.8
158,Data Analyst,Bolt Logistics,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=968e23666f608542&fccid=39819b98bf274ae4&vjs=3,4.4
159,"new
Data and Analytics Production Operations Analyst",AXIS Insurance,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=ea992c9096824887&fccid=bfd775c668d70e10&vjs=3,None
160,Business Analytics Analyst - MBC,Martin Brower,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=31ded7e27fc251d2&fccid=ad16e8cf60290dda&vjs=3,3.4
161,"Associate, Business Analyst",Capital One,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a27a6a6d662c7c5c&fccid=b85c5070c3d3d8c8&vjs=3,3.9
162,"new
Commercial Data Analyst",McCain Foods (Canada),"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a3a4c9f204ef1587&fccid=62877b20e947a8f1&vjs=3,3.6
163,Analytics Engineer,HomeX,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=6dda593c648efa60&fccid=8eda94088198baeb&vjs=3,None
164,Technical Advisor (CS-03) & Senior Technical Advisor (CS-04),National Defence,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=58b3f7cb24580af1&fccid=4ccda13f1c5c03d2&vjs=3,4.3
165,"new
Business Consultant - Customer 360 Analytics",TELUS,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ff70c0031e0f799e&fccid=ed81336789a877c2&vjs=3,3.9
166,Sustainability - Associate,PwC,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ec22e8539d30fe51&fccid=5e964c4afc56b180&vjs=3,4.0
167,"new
Data Annotator, HR domain",Moveworks.ai,Remote,https://ca.indeed.com/rc/clk?jk=00b6ec2f16b65972&fccid=5b4ea6c0422a3b24&vjs=3,None
168,"new
Market Intelligence Specialist",PointClickCare,Remote,https://ca.indeed.com/rc/clk?jk=7a9254e47bfd9272&fccid=f3e403e0f1d59b84&vjs=3,3.7
169,Product Analytics Engineer,StackAdapt,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=07e990e2c880841b&fccid=8125fd19a28b99fe&vjs=3,4.5
170,"new
Sales Representitive - Cargo",WestJet,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=a643c6a0ec4d8365&fccid=f18c1d5f3c78c7ca&vjs=3,3.9
171,Data & Analytics - Senior Data Analyst,Aritzia,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=26c78718fccadd77&fccid=230bf53df7c46c1a&vjs=3,3.4
172,Analytics Data Specialist,Home Hardware Stores Limited,"St. Jacobs, ON",https://ca.indeed.com/rc/clk?jk=d12ef8db07225138&fccid=3d2d6be43c424e69&vjs=3,3.8
173,Analytics Consultant,Advanced Analytics and Research Lab (AAARL),"Toronto, ON",https://ca.indeed.com/rc/clk?jk=bd4f87b299809200&fccid=7d5418aa8bf737a7&vjs=3,None
174,Computer Network Technician,NVK Technologies,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c748b17d2eeab321&fccid=188d63b04df246f3&vjs=3,None
175,"Coordinator, Project Analytics",Apotex Inc.,"North York, ON",https://ca.indeed.com/rc/clk?jk=ea1ff559785e6d77&fccid=10c9cd41a5b83896&vjs=3,3.9
176,"new
Intern Procurement (Winter 2022)",Mackenzie Financial Corporation,"Toronto, ON",https://ca.indeed.com/company/Mackenzie-Financial-Corporation/jobs/Intern-Procurement-d1e1684fc61fde21?fccid=52a74fec53c33d90&vjs=3,3.9
177,"new
Data Reporting & Analytics Developer",TS Imagine,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=57e4f76fe97d814f&fccid=b6fa77b4565b9bca&vjs=3,None
178,"new
Financial Analyst",Shape Properties Corp.,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=473a43dfa33df208&fccid=c0a1d04e7ebf2683&vjs=3,None
179,"new
manager, computer applications",Tiger Analytics Inc.,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=8edb21ee54c201f5&fccid=cba01270e96bb012&vjs=3,None
180,"new
Data Analyst",Shaw Communications,"Calgary, AB+1 location•Remote",https://ca.indeed.com/rc/clk?jk=e19656f063378774&fccid=0261b4753802fd26&vjs=3,3.8
181,Data Analyst,Bitbuy Technologies Inc.,"Toronto, ON",https://ca.indeed.com/company/Bitbuy-Technologies-Inc./jobs/Data-Analyst-fcc63c78c3788c81?fccid=4fde151bbecd30ba&vjs=3,None
182,"new
Client Service Rep 2",IQVIA,Remote,https://ca.indeed.com/rc/clk?jk=beac2bc5a3409084&fccid=6b7a1dfe07e7f037&vjs=3,3.8
183,"new
Business Intelligence Analyst",Government of Alberta,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=273aa198f82d0294&fccid=06eb55e7689c0bc2&vjs=3,4.0
184,"new
Manufacturing Assistant",Arauco NA,"Sault Ste. Marie, ON",https://ca.indeed.com/rc/clk?jk=d8a02938cd41b820&fccid=e78145fc82eea814&vjs=3,None
185,"new
Jr. Mechatronics Engineer",Parados Cerebral Solutions,"Fredericton, NB",https://ca.indeed.com/rc/clk?jk=1f112216ced60636&fccid=dd616958bd9ddc12&vjs=3,None
186,"new
Data Analyst Health Surveillance - BC Centre for Disease Con...",PHSA,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=4ea0796f9f9c8424&fccid=f66f721a44de3765&vjs=3,3.2
187,Data Analyst Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=52509b27b1d76cf4&fccid=31921a4bf53a6026&vjs=3,3.1
188,"new
Junior Accountant",Appnovation Technologies,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=8f9c3476f527203d&fccid=44fd14c53aec5d7e&vjs=3,4.0
189,Manufacturing Advancement & Analytics Intern,INVISTA,"Kingston, ON",https://ca.indeed.com/rc/clk?jk=e1d01a13c6cabd99&fccid=c2c8eec5b544d9b1&vjs=3,3.5
190,"Senior Consultant, Data Analytics - Deal Advisory",KPMG,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=b2f488a652a262b8&fccid=2dd390c3a48a7ed0&vjs=3,3.9
191,"new
Data Analyst",EPCOR,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=a4b58906375f9692&fccid=222a77835483d6f4&vjs=3,3.4
192,Junior Business Analyst,Miller Paving Limited,"Whitby, ON",https://ca.indeed.com/rc/clk?jk=f36204d396ca3e78&fccid=5fd3bbe55bd9f7c6&vjs=3,3.5
193,"Business Analyst, Analytics - Operations (Canada)",Just Energy,"Mississauga, ON•Remote",https://ca.indeed.com/rc/clk?jk=e6ca4d7cc2cbc565&fccid=5ea662d35a330ff2&vjs=3,3.1
194,"Data and Analytics, Student (Winter 2022)",Canadian Tire,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e94c25e2731b1bc0&fccid=2e16043297423070&vjs=3,3.6
195,Customer Service Analyst,FERRERO,"North York, ON",https://ca.indeed.com/rc/clk?jk=e6775db880c292ba&fccid=eee7926421c87651&vjs=3,4.0
196,"Director, Data Analytics",Teranet,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4d0e27a341399911&fccid=e03242f0711ce1c6&vjs=3,4.0
197,"Research Associate, Economics",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=826aa5bbe4186a44&fccid=537b899e30af3338&vjs=3,4.0
198,"new
Business Development Coordinator (I/O)",Fleming College,"Peterborough, ON",https://ca.indeed.com/rc/clk?jk=599813488b6098b4&fccid=913f7074529d819e&vjs=3,4.4
199,"new
Business Intelligence Engineer","AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",https://ca.indeed.com/rc/clk?jk=956817d14aeab527&fccid=fe2d21eef233e94a&vjs=3,3.5
200,Data Analytics- Clinical/Biomedical,PerkinElmer,"Woodbridge, ON",https://ca.indeed.com/rc/clk?jk=9bce877e857eef78&fccid=dedb01f1a81e63e6&vjs=3,3.7
201,QA Analyst: Web & Analytics,StackPros Inc.,"Toronto, ON",https://ca.indeed.com/company/StackPros-Inc./jobs/QA-Analyst-b71da6ff6129899d?fccid=efee8d7cab418992&vjs=3,3.0
202,"new
Wildlife Research Technician (wildlife field, wildlife healt...",Environment and Climate Change Canada,Canada•Temporarily Remote,https://ca.indeed.com/rc/clk?jk=634b53821fdaf747&fccid=d45e6800befca5fb&vjs=3,4.3
203,"new
Buyer",Motorola Solutions,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=b291481d6948dae4&fccid=22ec6ef3cc441ac2&vjs=3,4.1
204,Tenure-Track Position in Data Analytics,Concordia University,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=ca4e5eb5d2d77aac&fccid=3862705bba5916ee&vjs=3,4.3
205,Director- Data Strategy & Analytics,Munich RE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=928c36ff90a074f1&fccid=d4448c192a012f32&vjs=3,4.0
206,Associate Director Climate Analytics,Willis Towers Watson,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=47a49439ab7bd5ca&fccid=52f90de7b5346a08&vjs=3,3.6
207,"Manager, Loss Mitigation Analytics",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=24dc82be9125ad06&fccid=537b899e30af3338&vjs=3,4.0
208,"new
DIGITAL COMMUNICATIONS OFFICER",Legislative Assembly,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=1f11a8d60acf025f&fccid=721bcdde526959cf&vjs=3,None
209,"new
SAP iXp Intern - Agile Developer, HANA and Analytics",SAP,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=7ca51cebc062514f&fccid=156c7820d1988640&vjs=3,4.3
210,"new
SEO and Website Specialist",Vendasta,"Saskatoon, SK•Remote",https://ca.indeed.com/rc/clk?jk=33afd8c0e1d29c04&fccid=4e24a2e9f21dbe9e&vjs=3,3.3
211,Data Analytics Engineer (Remote),TradeRev,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=0556e61d56071172&fccid=bf43832ebb455ed2&vjs=3,3.3
212,"new
Reporting Analyst",Accenture,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=9e461a424ab11ba9&fccid=a4e4e2eaf26690c9&vjs=3,4.0
213,"new
SAP iXp Intern - Agile Test Developer, HANA and Analytics",SAP,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=b7a207456aa1aa1c&fccid=156c7820d1988640&vjs=3,4.3
214,Data Analyst - FIFA,Electronic Arts,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=5ee040a9ed8d2014&fccid=617d7f961cfcf54a&vjs=3,3.8
215,"new
Business Analyst (New or Recent Graduate) - January, May, or...",BMO Financial Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=97812c58a5f3f14b&fccid=3a429036b3725efa&vjs=3,3.8
216,Total Rewards and People Analytics Specialist,ApplyBoard,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=0846ef4fd646e15c&fccid=132cf1d64633e77d&vjs=3,4.2
217,"new
Service Desk Analyst",Canadian Tire,"Welland, ON",https://ca.indeed.com/rc/clk?jk=0bf4cc533b910774&fccid=2e16043297423070&vjs=3,3.6
218,Process Analyst,Government of Saskatchewan,"Regina, SK",https://ca.indeed.com/rc/clk?jk=d906bdf2fc9588cd&fccid=46b05e24085a766c&vjs=3,3.8
219,HR Reporting and Analytics Lead,OMERS,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e2bf877cc8295435&fccid=64d182c6fc449d3a&vjs=3,3.5
220,"new
Senior Analyst, Reporting & Analytics",BCI,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=b3afb2dfd85ede64&fccid=ec3b87d6dd153e45&vjs=3,None
221,"new
System Assembler (AM Shift)",Motorola Solutions,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=c1d671bef4671d1a&fccid=22ec6ef3cc441ac2&vjs=3,4.1
222,QA Analyst,CGI Inc,"Drummondville, QC",https://ca.indeed.com/rc/clk?jk=dc86260417fedf40&fccid=43a69183767d4301&vjs=3,3.6
223,Supply Chain Coordinator,Orano,"McClean Lake, SK",https://ca.indeed.com/rc/clk?jk=985010e027adb432&fccid=8c52cf0c49287a08&vjs=3,3.9
224,"new
Developer, Data Science",Bell Canada,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=4f327473dde4b63e&fccid=b726a5ebc0841dee&vjs=3,3.8
225,Assembly Line Operations Analyst,Toyota Motor Manufacturing Canada,"Cambridge, ON",https://ca.indeed.com/rc/clk?jk=4207216348af7c0e&fccid=37cade37452dc973&vjs=3,2.6
226,"new
Corporate Development Analyst",CaseWare IDEA,"Atlanta, NS•Remote",https://ca.indeed.com/rc/clk?jk=6cf0392b6e6732ad&fccid=9a477b661f8f818d&vjs=3,None
227,Product Manager (data & analytics),AcceptLocal Online,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=da02b94e3967c05a&fccid=74b92e84e3a961f8&vjs=3,None
228,"Investment Associate, INR, Value Creation & Analytics",Ontario Teachers' Pension Plan,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=d1e16f2f15a176be&fccid=17bf781939cc1c3e&vjs=3,4.1
229,Director Merchandising Insights & Analytics,Metro Inc.,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=73752752a61ae649&fccid=0e72716ba678c6fb&vjs=3,3.5
230,"new
Sr Director, People & Culture Strategy",Dapper Labs,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=6ea332fbd57508f5&fccid=d6486a0a13a20d3e&vjs=3,None
231,Research Data Analyst,University of Victoria,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=d633ccb85d80818a&fccid=95737967a35b2629&vjs=3,4.2
232,"new
Specialist - Business Analysis",Larsen & Toubro Infotech Limited,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=3b3741b64a7e1f96&fccid=42bfc5a97647daf5&vjs=3,3.7
233,Data Analytics Consultant,GINQO Consulting,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=16e89a0b53819520&fccid=d4c3d234697a19fc&vjs=3,None
234,"new
Underwriting Assistant",Aon Corporation,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=376fbaebfc2b8e4c&fccid=dc08cb56cb2d6276&vjs=3,3.7
235,"new
Senior Manager, Financial Modelling and Analytics",RBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=df8b3340b5c6a65b&fccid=537b899e30af3338&vjs=3,4.0
236,"new
Media Analytics & Ad-Ops",BAM Strategy,"Montréal, QC",https://ca.indeed.com/company/BAM-Strategy/jobs/Media-Analytic-Advertising-Ops-b4ed1bfe21f29037?fccid=78c5b8be32adac22&vjs=3,4.3
237,Spark 2022 - New Graduate Opportunities,Scotiabank,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=edca2f28b3bf2011&fccid=3002307a9e5b4706&vjs=3,3.9
238,BI Developer,Alithya,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=3cd8f52c23023cec&fccid=48ad016bdfe7205a&vjs=3,4.0
239,Data Analyst,HKJ Marketing,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=2eb9d8f594a1e7f9&fccid=e58d29b5855f6e22&vjs=3,None
240,"Data Scientist, Advanced Analytics",Coca-Cola Canada Bottling Limited,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=2e6cc84fb9ea94cc&fccid=d836e94cec8a7fbd&vjs=3,3.5
241,BUSINESS INTELLIGENCE ANALYST,Allstate Canada,"Markham, ON•Remote",https://ca.indeed.com/rc/clk?jk=edaec075c69cd8f1&fccid=3a71a4d2f7990a25&vjs=3,3.7
242,"Director, Business Analytics",MLSE,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ee10948a838514f6&fccid=608c8688fdbf21ee&vjs=3,4.2
243,Adobe Analytics Consultant,Bounteous,Canada,https://ca.indeed.com/rc/clk?jk=e60de023a972a283&fccid=c26a54d1f7f144b5&vjs=3,None
244,"new
Financial Controller",Survitec Group Limited,"Delta, BC•Remote",https://ca.indeed.com/rc/clk?jk=37d7ce2f00dd5bf1&fccid=1d334fb813726d91&vjs=3,None
245,"Analyst, Corporate Strategy",EY,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=989045eed2298d51&fccid=1544766d4c2915b0&vjs=3,4.0
246,Behavioral Scientist,thinkCOMPASS,"Concord, ON",https://ca.indeed.com/rc/clk?jk=5d1dec9b57fbdae2&fccid=40459fc8ef72ae0e&vjs=3,None
247,"Human Resources Associate, Full-Time Temporary (until approx...",Markham Stouffville Hospital,"Markham, ON",https://ca.indeed.com/rc/clk?jk=aa7bca1a125e2205&fccid=1f0a472c791ac7b1&vjs=3,3.8
248,"new
Senior Analyst, Forecasting & Analytics in Workforce plannin...",Intact,"Winnipeg, MB+4 locations•Remote",https://ca.indeed.com/rc/clk?jk=41f5dc6a1125a4dd&fccid=a614b30520ebe6c9&vjs=3,3.8
249,"new
Operations Support Analyst - Crude Oil",Shell,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=a71e8bfe43c5a5a3&fccid=167aa4ca2fe7d8e6&vjs=3,3.9
250,"Senior Business Analyst, FIU Strategy & Analytics",Tangerine Bank,"North York, ON",https://ca.indeed.com/rc/clk?jk=1851eee4f2d8656b&fccid=6e94a7799cf3a837&vjs=3,3.6
251,"Analyst, Winter 2022 (Co-op./Internship) - Winter 2022",BMO Financial Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=147af8136c7c268a&fccid=3a429036b3725efa&vjs=3,3.8
252,"new
Website Designer",Vendasta,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=a8922f1808941a90&fccid=4e24a2e9f21dbe9e&vjs=3,3.3
253,"new
Senior Risk Analyst, Reporting & Analytics, Capital Market R...",CIBC,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=061c9f74c3ce06ec&fccid=f99648405c7e9e3a&vjs=3,3.8
254,"ON - 2022 Finance Internship Program, Data and Analytics",Bell Canada,"Mississauga, ON+2 locations",https://ca.indeed.com/rc/clk?jk=2dee2be870d4ccdf&fccid=b726a5ebc0841dee&vjs=3,3.8
255,Shopping Writer,Employment Opportunities at BuzzFeed,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=e544379bbf9421a8&fccid=b102625070cdb638&vjs=3,None
256,"new
Specialist Planning & Analytics",BHP,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=c759b4c4509adf64&fccid=d12adad945f8d28d&vjs=3,4.1
257,Business Analyst,Raymond James,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=7b253c86788d6a25&fccid=a29e9c4c46532426&vjs=3,3.8
258,BUSINESS ANALYST SSHA,City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4e5599f66a729600&fccid=f2087b51205d4920&vjs=3,4.2
259,Estimator,Graham,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=32dba4c9771ca823&fccid=0e8769b40c0c1201&vjs=3,3.9
260,Business Analyst,CakeAI,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=884b08cf56b36dd8&fccid=6ecdfff5c52c8dc6&vjs=3,None
261,Digital Analytics Analyst,Acronym Canada Inc,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=56c05c031ce24cf0&fccid=5ef76899d700e02b&vjs=3,None
262,"new
Security Consultant",TELUS,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=ecdd4a13353d58e4&fccid=ed81336789a877c2&vjs=3,3.9
263,Sales Analyst,PepsiCo,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=690a58150b7d417b&fccid=2973259ddc967948&vjs=3,3.8
264,"Director, Financial Planning & Analysis",Metrolinx,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c5f5ea11e25ea0ed&fccid=d414f1d26cf29ec6&vjs=3,4.0
265,Data Analytics Student (January 2022),Suncor Energy Services,Alberta,https://ca.indeed.com/rc/clk?jk=4a2d325a107ee529&fccid=e16ce774384b4169&vjs=3,4.0
266,"Senior Technical Coordinator & Special Projects, Data Analyt...",PHSA,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=44004a2676ad5c79&fccid=f66f721a44de3765&vjs=3,3.2
267,CONTENT ADVISOR,"Ministry of Labour, Training and Skills...","Toronto, ON",https://ca.indeed.com/rc/clk?jk=c8b29fccc7804838&fccid=50fff88545069ba4&vjs=3,None
268,"new
SENIOR INVESTMENT ANALYST",City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ab32a6e436fb97a3&fccid=f2087b51205d4920&vjs=3,4.2
269,"new
Analyst, Artificial Intelligence",Air Canada,"Dorval, QC",https://ca.indeed.com/rc/clk?jk=08a14cc7a2e7dc34&fccid=fb805c6a170f5f18&vjs=3,3.8
270,"new
Data & Analytics Research, Analyst/Senior Analyst",Info-Tech Research Group International,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=a317ceabc11b8b30&fccid=08a9bc010dc24e80&vjs=3,3.8
271,"new
Artificial Intelligence and Data Analytics post graduate ins...",Saskatchewan Polytechnic,"Saskatoon, SK",https://ca.indeed.com/rc/clk?jk=c73641739963c67a&fccid=61f02e4162991248&vjs=3,3.4
272,"Associate Consultant Intern (Summer Intern, 2022)",MasterCard,"Toronto, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=d53edd13a52cf7b5&fccid=10b5c722d846df43&vjs=3,4.1
273,QA Specialist,Tread,"Toronto, ON+1 location•Remote",https://ca.indeed.com/company/Tread/jobs/QA-Specialist-0c1964cc8a9c3e04?fccid=b14feb715f47fafa&vjs=3,None
274,"new
computer software engineer",Tiger Analytics Inc.,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=76ee4a4821d7aec8&fccid=cba01270e96bb012&vjs=3,None
275,Customer Service Representative,Sutherland,"Windsor, ON•Remote",https://ca.indeed.com/rc/clk?jk=8c9f90de8e35f176&fccid=68d50bffa07f3fd5&vjs=3,3.6
276,"Executive Director, GTA Ontario North Operations",Cineplex,"Toronto, ON+2 locations",https://ca.indeed.com/rc/clk?jk=807ebd99ca06845e&fccid=01a5b39f260f43cd&vjs=3,3.7
277,"Senior Director, Analytics and Insights",Bank of Canada,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=b3663be6f5356457&fccid=f183060fc5182bfe&vjs=3,4.0
278,Account Executive,Estated,Remote,https://ca.indeed.com/rc/clk?jk=6cd156e19c98ed63&fccid=027b5da9b07c8f84&vjs=3,None
279,Director- Data Strategy & Analytics,HSB BI&I,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=b29f991ac6287f25&fccid=03287ae7e98c7ec0&vjs=3,None
280,Procurement and Contract Advisor,Strathcona County,"Sherwood Park, AB",https://ca.indeed.com/rc/clk?jk=c8e7ccd8b37bcd25&fccid=67cc90b006a49c5d&vjs=3,3.9
281,"new
Regional Controller- Americas Operations",Appnovation Technologies,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=857799c5a4099278&fccid=44fd14c53aec5d7e&vjs=3,4.0
282,"PCAS21-042 - Analyst, Data Intelligence (2 Year Contract)",Peel Children’s Aid Society,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=8d62720336ae756a&fccid=017205571009e7c6&vjs=3,4.1
283,"Analyst, eCommerce Operations Analytics",Aldo Groupe,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=adced6905a007028&fccid=0fc2bf5898bde347&vjs=3,3.6
284,Financial Analyst - Performance Analytics,Ontario Teachers' Pension Plan,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=f9815b263dd23d75&fccid=17bf781939cc1c3e&vjs=3,4.1
285,"Analyst, Content & Localization",Shopify,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=442bfac608382eb8&fccid=d5a5824be27ba831&vjs=3,3.9
286,Analytics & HR Systems Coordinator,Aecon Group,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ede9e2d348f929cf&fccid=142c552fa53fee9b&vjs=3,4.0
287,"new
Human Resources Assistant",University of Victoria,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=8ad36647e6bbe1fa&fccid=95737967a35b2629&vjs=3,4.2
288,"new
Director, Business Data Analytics",Northbridge Financial Corporation,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=c16ee0a67955e28f&fccid=cb290302a5249d0a&vjs=3,3.9
289,"new
Forecasting Analyst",Canadian Tire,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=407394a38129e2ce&fccid=2e16043297423070&vjs=3,3.6
290,Business Intelligence Analyst,Pacific Smoke,"Markham, ON",https://ca.indeed.com/company/Pacific-Smoke/jobs/Business-Intelligence-Analyst-6935194ef39366f6?fccid=62b8ad658dad7f7d&vjs=3,None
291,"new
Data Analyst (HR367)",carya,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=92e766f21ea37994&fccid=cb73d94f58c8cb5a&vjs=3,4.5
292,"new
Senior Writer (Remote, Americas)",Shopify,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=d24f1d91b8455257&fccid=d5a5824be27ba831&vjs=3,3.9
293,"new
Financial Modelling Senior Associate (Deals Insights & Analy...",PwC,"London, ON",https://ca.indeed.com/rc/clk?jk=f1e6bd6e0cf9ed2e&fccid=5e964c4afc56b180&vjs=3,4.0
294,Research Assistant,S&P Global,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=c5523c343391d34e&fccid=b716e44d2c6283e7&vjs=3,3.9
295,PEOPLE SERVICES CONSULTANT,City of Toronto,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=7793424979c9a73f&fccid=f2087b51205d4920&vjs=3,4.2
296,People & Culture Specialist,Relogix,"Ottawa, ON•Remote",https://ca.indeed.com/company/Relogix/jobs/People-Culture-Specialist-8ed1d68cc1d0ff32?fccid=20c3bc2bb3066b33&vjs=3,2.3
297,"new
Senior Analytics Manager",Klarna,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=ca90fd7012277b8c&fccid=e327fa7aabb6e920&vjs=3,None
